"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"800 Bearses Way U:3NC","Barnstable, MA","02601","2234",3,"2f 0h",225000.00,"05/14/2021",1144,,,1974,"CC",,,,3,200000.00,196.68,,,"If you love being within easy access of everything this is your place! Walk to shopping, restaurants and close to beach and highway. This 3-bdrm condo offers 2 full baths, 3rd floor privacy, end unit, lots of sunlight, new electric panel and new hot water heater. The complex offers pool, tennis courts and community room with washer/dryer and mailroom. Unit needs updating and is priced accordingly. Don't miss your opportunity to enjoy all that Cape Cod has to offer.","Call Tracey for appt 508-292-9775. Lockbox.Buyer/buyers agent to confirm all listing details.Up to 2 pets allowed with permission.All offers to be in by Wed 3/24 at 5:00 pm",,"AN4813","BB5918","CN230629","A9503134","Barnstable","AC0298","Bearses Way",800,0,"Wall AC",,,,,"Electric Baseboard, Electric",0,1,,1,0,0,,,,"SLD",5/14/2021 5:36:00 PM,,2052.00,"2021",,,,172300,,,,3/23/2021 3:16:00 PM,,,,,,"03/23/2021","03/26/2021","03/26/2021",
"230 Gosnold Street U:2A","Barnstable, MA","02601",,1,"1f 0h",162000.00,"05/24/2021",533,,,1951,"CC",,,,9,162500.00,303.94,,,"Recently renovated one bedroom, one bath located in the Captain Gosnold Village. This end unit features an updated kitchen and bath. There is a large deck to enjoy grilling and relaxing during the summer months. Close to the Ocean St harbor, island ferries, and Main Street shops! Condo fee includes: Water, landscaping, snow removal, trash, and building insurance. Gosnold Village has a pool, play area for the kids and nice landscaping","Owner-occ & non-profits only cons during the first 20-day marketing period All offers must be submitted by the Buyer's agent via the RES.NET Agent Portal. If your offer is accepted, you agree to be responsible for an offer submission technology fee of $150.00. Please see attached",,"AC0307","AN7121","CT004348","TEAM0158","Barnstable","A95280","Gosnold Street",230,0,"None",,,,,"Forced Air, Gas",0,1,,1,0,0,,,,"SLD",5/24/2021 5:41:00 PM,,1549.00,"2020",,,,122800,,,,12/22/2020 11:41:00 AM,,,,,,"12/22/2020","12/31/2020","12/31/2020",
"70 Howland Cir U:70","Brewster, MA","02631","3027",2,"1f 1h",325000.00,"05/14/2021",1032,,,1987,"CC",,,,11,299900.00,314.92,,,"Here is the only townhouse for sale at the Ocean Edge Resort. This 2 bedroom 1.5 bath unit features a straight staircase, laminate flooring, mini split AC and is centrally located with a short walk to the Fletcher pool and tennis complex. Also a short walk to the Brewster Green Resort and Woodsong horse farm. Easy to show. Great year round home, get away condo or as a rental.","Condo is currently rented May through 9/11/2021. Per condo docs, one pet 10lb or under is allowed. Being sold furnished. Information deemed reliable, but not guaranteed.  'Monthly condominium fee is $407.00 which is made up of the base condominium fee of $299.00 and  assessment loan payment of $108.",,"AC2150","AC2150","A9503185","A9503185","Barnstable","AC2150","Howland Cir",70,1,"Ductless Mini-Split System",,,,,"Electric",0,2,,2,0,0,,,,"SLD",5/14/2021 3:18:00 PM,,1922.00,"2021",,,,224000,,,,2/16/2021 3:20:00 PM,,,,,,"02/16/2021","04/02/2021","04/02/2021",
"206 Wauquanesit  Drive U:206","Brewster, MA","02631",,3,"2f 1h",1100000.00,"05/13/2021",2029,,,1995,"CC",,,,3,989000.00,542.14,,,"Cobbs Pond Townhome- Unobstructed views of Cobbs Pond from this privately sited multi-level residence. Over 2000 feet of well laid out living space with 3 bedrooms, 2.5 baths, full walk out basement and oversized 1 car garage. The main level offers wood floors, built-ins, two-sided wood burning fireplace, cathedral living room, dining area, functional kitchen with island seating area and den. A view from almost any room in this residence. The second multi-tiered floor offers a large primary in-suite with oversized bath including a soaking tub, nicely sized walk-in closet and your own private deck with panoramic water views of Cobbs Pond. Two addional bedrooms and a full bath, along with an in-home office with custom built ins. The residence has gas heat, central a/c, central vacuum. Cobbs Pond offers a pool, tennis courts and private access to cape Cod Bay and the beautiful Brewster Flats. One of a kind setting!","",,"AC0298","AN7121","A8002056","CN212014","Barnstable","AN4811","Wauquanesit  Drive",206,1,"Central Air",,,,,"Forced Air",1,5,,4,0,0,,,,"SLD",5/14/2021 4:50:00 PM,,6542.00,"2021",,,,762500,,,,4/16/2021 3:01:00 PM,,,,,,"04/15/2021","04/18/2021","04/18/2021",
"206 Wauquanesit Dr U:206","Brewster, MA","02631","1224",3,"2f 1h",1100000.00,"05/12/2021",2029,,1089000.00,1995,"CC",,,,3,989000.00,542.14,,,"Cobbs Pond Townhome- Unobstructed views of Cobbs Pond from this privately sited multi-level residence. Over 2000 feet of well laid out living space with 3 bedrooms, 2.5 baths, full walk out basement and oversized 1 car garage. The main level offers wood floors, built-ins, two-sided wood burning fireplace, cathedral living room, dining area, functional kitchen with island seating area and den. A view from almost any room in this residence. The second multi-tiered floor offers a large primary in-suite with oversized bath including a soaking tub, nicely sized walk-in closet and your own private deck with panoramic water views of Cobbs Pond. Two addional bedrooms and a full bath, along with an in-home office with custom built ins. The residence has gas heat, central a/c, central vacuum. Cobbs Pond offers a pool, tennis courts and private access to cape Cod Bay and the beautiful Brewster Flats. One of a kind setting!","",,"AC0298","AN7121","A8002056","CN212014","Barnstable","AN4811","Wauquanesit Dr",206,1,"Central Air",,,,,"Forced Air",1,5,,4,0,0,,,,"SLD",5/13/2021 4:31:00 PM,,6542.00,"2021",,,,762500,,,,4/16/2021 9:55:00 AM,,,,,,"04/15/2021","04/18/2021","04/18/2021",
"78 Howland Cir U:78","Brewster, MA","02631","3027",2,"2f 0h",350000.00,"05/21/2021",1063,,,1987,"CC",,,,13,349000.00,329.26,,,"Welcome to your quintessential Cape Cod condo adorned with Barbo's furniture throughout! It is a sought after style B condo, which is an end unit, allowing for more privacy. The first floor includes the master bedroom/bath, washer/dryer combo, living room, and updated kitchen including custom cabinets and granite countertops. As one ascends the spiral staircase they can view the beautiful cathedral ceilings before arriving at the guest loft on the second floor which includes two twin beds, a pullout couch, and a second full bath. Newer windows, slider door, custom blinds, and 3 ductless AC units! Home to be sold fully furnished, less a few personal items. If an upgraded membership to Ocean Edge Resort Club is desired, enjoy the golf course, indoor/outdoor pools, private beach, tennis courts, fitness center, and social activities! It is close by to Nickerson Park, the Cape Cod Baseball League, bike paths, public beaches, and many shops/restaurants. Weekly rentals and small pets allowed.","Owner usage of golf course, pool, and clubhouse requires a separate membership, not part of HOA fees. Extra membership is not required by owners, it is optional. Private showings begin after open house on Sunday 4/11/21. All buyer's agents please submit deposit on accepted offer through Depositlink.",,"A95072","A95072","A9500679","CN229450","Barnstable","AN4663","Howland Cir",78,0,"Ductless Mini-Split System",,,,,"Electric, Ductless Mini-Split System",0,1,,1,0,0,,,"Frame","SLD",5/21/2021 2:56:00 PM,,2175.00,"2021",,,,253500,,,,4/7/2021 9:06:00 PM,,,"Cable Available",,,"04/07/2021","04/19/2021","04/19/2021",
"116 Chestnut Cir U:116","Brewster, MA","02631",,2,"2f 1h",440000.00,"05/13/2021",1380,,,1984,"CC",,,,8,399000.00,318.84,,,"A rare townhouse with gas forced hot air 2 zone heat, central AC, gas fireplace/stove in LR, 2 full bathrooms, AND it is an end unit in a private location! Upgrades include: kitchen, appliances including a 5 burner gas range, bathrooms, all windows, slider, skylight, and interior doors! Private patio off the living room looks out onto the lawn and the woods behind. Outdoor closet off the patio for bikes or other outdoor gear. The Colony’s great amenities include tennis, outdoor AND indoor pools, hot tub, exercise room, sauna, racquetball court, putting green, horseshoes, and outdoor volleyball ''court.'' Close to the bike path, restaurants, post office, bike shops, corner market and butcher shop, fish market, and the Brewster Whitecaps' Cape League Baseball diamond! A well-run complex with on-site management. Truly an amazing opportunity! (Sellers' furniture and 1 mirror seen in pictures are already moved out.) Buyers/agents to confirm all details.","Sellers will consider offers starting 2pm Tues 4/13/21, response next day. Please include the Sellers' Statement of Property Condition, initialed and signed by buyers, proof of funds or pre-qual letter. Rentals: 1 mo. min. 1 pet per unit. Listing agent must accompany buyers/agents to clubhouse.",,"AN6201","AN6181","BB800559","A8002056","Barnstable","AC0298","Chestnut Cir",116,1,"Central Air",,,,,"Forced Air, Gas",0,1,,1,0,0,,,"Frame","SLD",5/14/2021 11:26:00 AM,,2206.00,"2021",,,,257100,,,,4/8/2021 9:30:00 PM,,,"Cable Available",,,"04/07/2021","04/15/2021","04/15/2021",
"595 Main Street U:X38","Chatham, MA","02633",,3,"3f 0h",1500000.00,"06/04/2021",2706,,,2015,"CC",,,,32,1595000.00,554.32,,,"Finally, you've arrived in a place in your life to sit back and  living a more carefree lifestyle; This place is what you've looking for all in the heart of the village. This stylish, comfortable and spacious  luxury residence offers everything a single family home would without the maintenance and upkeep headaches.   Open and airy floor plan with plenty of natural light and privacy. Enjoy the vibrancy of the town from the deck off of your dining room, or curl up with a book and feel like you are worlds away, nestled on your private rooftop deck. Invite family and friends to enjoy all that Chatham has to offer with enough room for privacy for all. You will be impressed with the attention to detail throughout and the custom thoughtful touches. The convenient private garage, extra parking space in front, along with the elevator, makes this lifestyle even easier. This is an ideal great rental investment. Pack your bags and start having fun!","",,"AN0122","AN0122","B8000663","TM313246","Barnstable","AN6519","Main Street",595,0,"Central Air",,,,,"Forced Air, Gas",1,2,,1,0,0,,,,"SLD",6/4/2021 2:39:00 PM,"Inspection",7942.00,"2021",,,,1594700,,,,3/18/2021 9:12:00 AM,,,"Security System, Elevator",,,"03/18/2021","04/18/2021","04/05/2021","04/18/2021"
"912 Main Street U:102","Chatham, MA","02633","1820",2,"2f 0h",347500.00,"05/14/2021",1070,,,1999,"CC",,,,117,369500.00,324.77,,,"Rare first floor, two-bedroom condo in Park Place with a patio right off the courtyard. Great for pets or easy outdoor access. Plus, it's gorgeous, having just been renovated. Brand new floors with a nautical oak finish look fantastic. The kitchen is light and bright with new granite countertops, stainless steel undermount sink, and sparkling pull-down faucet. The bathrooms feel spa-like with new fixtures and updated vanities. Set on Main Street with a long, private driveway on over 2.5 beautifully landscaped acres, this upscale community of 29 condos offers carefree 62+ living. There's so much value in the Park Place amenities – enjoy lovely common areas including a library, solarium, living room with fireplace, dining room, 24-hour concierge, morning coffee and pastries, optional chef-prepared meals, and a great social life. Plus, you are close to the restaurants and shops of picturesque Chatham.","** 3% co-broke ** Though deemed to be reliable, Buyer and Buyer's agent to confirm all listing details.",,"AN4811","BB5918","CN230656","CN228551","Barnstable","AC1234","Main Street",912,0,"Central Air",,,,,"Forced Air, Gas",1,1,,0,0,0,,,,"SLD",5/17/2021 6:12:00 PM,,1637.00,"2021",,,,328800,,,,11/18/2020 2:38:00 PM,,,,,,"11/18/2020","03/15/2021","03/15/2021",
"920 Main Street U:2-1","Barnstable, MA","02655",,2,"2f 0h",435000.00,"06/01/2021",1150,,,1982,"CC",,,,8,435000.00,378.26,,,"Osterville Village! This first floor two bed, two bath condo is located right in the middle of all the action, but tucked away from the main road so you can enjoy your peace and quiet. A short stroll to the many restaurants, shops, library and all the other wonderful amenities this wonderful village offers. Dowses Beach a short ride away is, residents only and the perfect spot for sunbathing, fishing or boat watching. Features include a one car garage, wood burning fireplace, laundry closet, master bedroom and master bath with double sinks, and a second guest bedroom. Hardwood floors throughout the living area. Slider off the living room, and dining room leads to your private patio where you can enjoy a cup of coffee or entertain friends. Your perfect summer get away or year round retreat!","Call List agent for showings. Easy to show. Only one spayed cat allowed as pet. Shared full basement. Each unit has it's own secure room",,"M80015","M59500","A8001692","TEAM0158","Barnstable","A95280","Main Street",920,0,"Central Air",,,,,"Forced Air, Gas",1,3,,2,0,0,,,,"SLD",6/1/2021 2:41:00 PM,,3631.00,"2021",,,,309500,,,,4/13/2021 2:06:00 PM,,,,,,"04/13/2021","04/21/2021","04/21/2021",
"56 Roundhouse Rd U:56","Bourne, MA","02532","3878",1,"1f 1h",228000.00,"05/27/2021",1074,,2925925.00,1984,"CC",,,,42,230000.00,212.29,,,"Seawatch Village One Bedroom Townhouse with a loft. Condo is in original well cared for condition. First floor has galley kitchen, half bath, large living room/dining area combo and laundry. Living room has newer sliders leading to a private deck that also has a shed for increased storage, shed could use some maintenance. Upstairs you will find a large loft at the top of the stairs, a bedroom with ample closet space and a full bath. This complex is parklike and lovely. Easy location for on/off Cape and close to beaches and attractions.","Purchase and Sale check must be a cashiers or bank check.  Please wear masks and usual Covid procedure when viewing",,"A00799","A95308","CT002958","CT006642","Barnstable","AC0476","Roundhouse Rd",56,1,"Wall AC",,,,,"Electric",0,1,,1,0,0,,,"Frame","SLD",5/27/2021 4:14:00 PM,"Inspection",2347.00,"2020",,,,218500,,,,11/17/2020 4:14:00 PM,,,"Cable Available",,,"11/17/2020","12/28/2020","12/15/2020","12/28/2020"
