"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"135 W Main St U:16","Barnstable, MA","02601","3736",2,"1f 1h",292000.00,"05/25/2022",936,,,1981,"CC",,,,18,270000.00,311.97,,,"This is a GREAT opportunity for many reasons. The Top 2:  #1- The Property itself. (Renovated kitchen & baths with granite counters and tile flooring. There are sliders out to the private patio area, that is fenced in. The unit is neat, clean, has low condo fee's and is ready to go)...also, it is not often a condo at Hastings Meadow comes on the market. The other reason, #2- The Location. ('Everything' is so close- Beaches, Island Ferries, Shopping, Restaurants, Melody Tent, Main St. and transportation around town). This is a wonderful condo and kept up nicely by the association. The complex is set back off the road. (you may not even notice it- a special find).","",,"A95490","A95490","A9501722","A8001726","Barnstable","A95627","W Main St",135,1,"None",,,,,"Electric",0,1,,1,0,0,,,,"SLD",5/26/2022 5:06:00 PM,"Financing",1939.00,"2022",,,,163900,,,,4/21/2022 10:05:00 AM,,,,,,"04/21/2022","05/08/2022","04/23/2022","05/08/2022"
"716 Main str U:A5","Barnstable, MA","02655",,3,"2f 1h",1010000.00,"06/08/2022",1801,,0.00,1987,"CC",,,,5,850000.00,560.80,,,"Rare opportunity to own in highly sought after Cotacheset Village Complex! This unit makes first floor living easy with a first floor en suite bedroom, complete with a deck overlooking Armstrong-Kelley Park. The vaulted living area complete with fireplace provides lots of natural sunlight. The kitchen dining area is great for entertaining and sits immediately off of the first floor deck. Laundry area and powder room complete the first floor. Upstairs is a balcony area sitting room as well as two more large bedrooms, a full bath and a second deck. Also included basement storage as well as a one car garage. This complex is convenient to shops, restaurants, post office, library and Dowses Beach. Make Osterville your next hometown!","Easy to show.",,"AN6523","AN6527","A9501189","CN229641","Barnstable","AN6857","Main str",716,1,"Central Air",,,,,"Forced Air, Gas",1,2,,1,0,0,,,,"SLD",6/16/2022 7:58:00 AM,,7138.00,"2022",,,,569500,,,,4/27/2022 9:10:00 PM,,,,,,"04/27/2022","05/02/2022","05/02/2022",
"110 W Main St U:21","Barnstable, MA","02601",,3,"1f 1h",390000.00,"05/26/2022",1200,,,1980,"CC",,,,18,349000.00,325.00,,,"Beautifully renovated and spacious 3 bedroom/1.5 bath townhouse style unit in desirable location. Living room with separate dining room, half bath, kitchen and a private deck on first floor. Three bedrooms and a full bath on the second floor. Featuring hardwood floors, modern kitchen with granite counter tops and stainless steel appliances, updated baths with tile flooring, updated lighting, full basement with interior access and potential bonus space, laundry, and more! Amazing location close to Hyannis beaches, Downtown shopping and dining, and the Island ferries. Reserved parking for unit is right by the front door. Don't miss this opportunity. This one will not last!","Sale subject to Seller finding suitable housing.",,"H95120","H95120","CN223130","A9501563","Barnstable","AN7129","W Main St",110,1,"None",,,,,"Electric Baseboard, Electric",0,1,,1,0,0,,,,"SLD",5/26/2022 11:11:00 AM,"Financing",2197.00,"2022",,,,189900,,,,3/17/2022 9:54:00 AM,,,,,,"03/17/2022","04/03/2022","03/21/2022","04/03/2022"
"18 Surrey Ln U:18","Bourne, MA","02532",,3,"2f 1h",300000.00,"05/27/2022",1868,,32670.00,1981,"CC",,,,52,319900.00,160.60,,,"Lots of opportunity here!  Room to romp in this 1868 sq' 3 bd / 2.5 bth condo located minutes away from the Bourne Bridge, Cape Cod Canal and area beaches.  Open first floor plan with a natural flow connecting the living room, dining area and kitchen.  The bright and airy kitchen has stainless steel appliances and granite counters with access to a deck overlooking the backyard.   Upstairs you'll find the primary bedroom suite with full bath and sliders opening out to a balcony.  There are two other restful bedrooms and a bonus flexible space that you may use for an office / den.  Rounding out the upstairs is a second full bath and laundry area.  One car garage with ample parking.  Two sheds included with the property.  The roof was replaced about 5 years ago and outside painting done about 3 years ago.  Tradewinds houses an association pool, tennis courts and clubhouse for the members to enjoy.  Property being sold as is.  Priced accordingly.","",,"AC1781","A95544","A0001261","A0001261","Barnstable","A95544","Surrey Ln",18,1,"Wall AC",,,,,"Electric Baseboard",1,3,,2,0,0,,,"Frame, Vertical Siding","SLD",5/28/2022 8:38:00 AM,"Financing",2606.00,"2022",,,,258300,,,,3/8/2022 10:53:00 AM,,,,,,"03/08/2022","04/29/2022","04/19/2022","05/02/2022"
"100 Fletcher Ln U:B","Brewster, MA","02631","3031",1,"1f 0h",255000.00,"05/31/2022",579,,,1987,"CC",,,,6,255000.00,440.41,,,"Located in the Fletcher Village at Ocean Edge, this 1 bedroom, 1 bathroom walk out condo would make for the prefect year round home or seasonal getaway. The open concept kitchen and living area, features a dinning space, and slider which grants access to the private patio space over looking the 12th fairway on the Nicklaus Design golf course. The spacious bedroom features a walk in closet, and second slider, which allows the room to be flooded with natural light. The bathroom features a tub, tiled floor and vanity with granite countertops.  Grab your own piece of Cape Cod paradise!","Condo is being sold furnished minus the map above the couch.",,"AN7150","AN7150","E9500749","A9503185","Barnstable","AC2150","Fletcher Ln",100,0,"Wall AC",,,,,"Electric",0,0,,0,0,0,,,,"SLD",6/2/2022 1:45:00 PM,,1168.00,"2022",,,,148800,,,,5/6/2022 3:39:00 PM,,,,,,"05/06/2022","05/11/2022","05/11/2022",
"81 Chilton Ln U:81","Brewster, MA","02631",,2,"2f 0h",375000.00,"06/01/2022",935,,,1984,"CC",,,,8,350000.00,401.07,,,"Adorable Garden apartment at Ocean Edge Resort! This second floor unit has cathedral ceilings, pond views, recent improvements and a quiet location. Kitchen has tile floors, granite counters and newer appliances, including stackable washer/dryer in 2018. Floor plan is open and spacious with neutral paint colors, quality laminate flooring throughout and a glass sliding door to enjoy the pond and nature views and private deck. Primary bedroom has a private bath and a slider out to the deck. Bathrooms have updated vanities and sinks and limestone tile floors. Attic has plenty of usable storage space. Furnishings included. This 2 bedroom, 2 bath condo is convenient to the Cape Cod Bike Trail, wonderful restaurants, shops, beautiful beaches and ponds. Ocean Edge club memberships available for those interested in pool, golf and fitness.","First showings during open houses Sat 4/30 and Sun 5/1 from 1:00 to 3:00 pm *Please call Christina Caron (508) 332-8313 for showings after open houses.",,"AN4812","BB5918","CN240669","CN231023","Barnstable","AN4811","Chilton Ln",81,0,"Wall AC",,,,,"Electric",0,0,,0,0,0,,,,"SLD",6/8/2022 10:41:00 AM,,1891.00,"2022",,,,240900,,,,4/30/2022 12:43:00 PM,,,,,,"04/27/2022","05/05/2022","05/05/2022",
"22 Trevor Ln U:22","Brewster, MA","02631","3015",2,"1f 1h",415000.00,"06/03/2022",1032,,,1985,"CC",,,,12,399900.00,402.13,,,"Centrally located Townhouse in quiet Trevor Village. The open floor plan combined with a very private back yard patio make this home a natural for gracious entertaining. There are 2 bedrooms and 1-1/2 baths, new windows and slider, an owner's shed, and two mini splits to provide air conditioning and heat. The water heater is one year old. Ocean Edge is beautifully landscaped with lush plantings and mature trees. Access to Ocean Edge amenities, which include a private beach, Golf Course, and Pools are available separately. This property is being sold furnished except for some personal items.","",,"AN6243","AN6181","BB301129","CN230633","Barnstable","AN4812","Trevor Ln",22,1,"Wall AC",,,,,"Electric Baseboard, Heat Pump",0,2,,2,0,0,,,,"SLD",6/8/2022 1:43:00 PM,,2127.00,"2022",,,,248000,,,,4/27/2022 2:02:00 PM,,,,,,"04/27/2022","05/09/2022","05/09/2022",
"102 Fletcher Ln U:C","Brewster, MA","02631",,1,"1f 0h",287000.00,"05/20/2022",579,,,1987,"CC",,,,5,260000.00,495.68,,,"Finally, an end unit on the top level! That means vaulted ceilings, extra windows and a 2-sided balcony overlooking the golf course and the Woodsong Horse Farm beyond! Perched up high, with a view into the tree canopy, this condo gives the feeling of living in a tree house! In addition to its lovely setting, upgrades include a comfort height toilet and tile floors in kitchen and bathroom. These appliances are new within the past 6 months: refrigerator, dishwasher, range, stackable washer and dryer, and even the thermostats! Sold mostly furnished with some exclusions. Joining the Ocean Edge Resort Club is optional. Depending on which membership you purchase, you can enjoy the Nicklaus-designed golf course, indoor & outdoor pools, tennis, private beach, organized social activities, paddling on Blueberry Pond, & the new fitness center. Easy access to the bike path within the complex. Weekly rentals are allowed too which makes this a great investment! Buyers/agents to confirm details.","Sellers will review offers starting Mon. evening April 4, 2022. Please include Sellers' Statement of Property Condition (attached to the listing) initialed and signed by buyers as well as proof of funds or pre-qual letter.",,"M80015","M59500","A9501332","A8002056","Barnstable","AN7121","Fletcher Ln",102,0,"Wall AC",,,,,"Electric",0,2,,2,0,0,,,"Frame","SLD",5/22/2022 10:13:00 PM,,1451.00,"2022",,,,184900,,,,4/1/2022 5:28:00 PM,,,,,,"03/31/2022","04/05/2022","04/05/2022",
"67 Chilton Ln U:67","Brewster, MA","02631",,2,"2f 0h",370000.00,"05/19/2022",948,,,1984,"CC",,,,34,395000.00,390.30,,,"Nothing to do here but unpack!  Great opportunity in The Villages at Ocean Edge.  Natural sunlight and a fantastic view of the pond are just a couple of features here.  This first floor end unit has been smartly renovated by the current owner.  The addition of mini splits with heat pumps has had a dramatically positive impact on the utility expense here.  Other improvements include additional cabinetry in the kitchen, granite countertops, both bathrooms renovated and new flooring throughout.  With 2 bedrooms and 2 full baths, this is a great year round home, weekend getaway or long term investment property.","Sale subject to seller finding suitable housing.",,"BB3461","BB3461","BB904199","CN229641","Barnstable","AN6857","Chilton Ln",67,0,"Other (See Remarks)",,,,,"Electric Baseboard, Electric",0,0,,0,0,0,,,,"SLD",5/20/2022 10:26:00 AM,,2097.00,"2022",,,,267100,,,,2/9/2022 3:19:00 PM,,,,,,"02/09/2022","03/14/2022","03/14/2022",
"593 Main St U:18","Chatham, MA","02633","2233",2,"1f 0h",575000.00,"05/17/2022",879,,0.00,1999,"CC",,,,88,595000.00,654.15,,,"Fresh, Fun and Fabulous Two bedroom condominium in downtown Chatham! Imagine waking up for an easy walk to Coffee Shops, Restaurants and Shopping, and Beaches ... Plus it includes private parking! Offered furnished, with rental potential and includes a well equipped kitchen, generous bath room, in unit washer/dryer and a *peak* of the Oyster Pond! An easy way to get started in Chatham.","Easy to Show, please contact Barb Garside 508-364-0200 for access.",,"H11111","H11111","H1111111","CN246152","Barnstable","AN6584","Main St",593,0,"Central Air",,,,,"Hot Water Baseboard, Gas",0,1,,1,0,0,,,,"SLD",5/17/2022 1:42:00 PM,"Inspection",1967.00,"2022",,,,425700,,,,2/22/2022 9:45:00 AM,,,,,,"02/10/2022","05/08/2022","04/18/2022","05/08/2022"
