"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"800 Bearses Way U:2SF","Barnstable, MA","02601","2234",3,"2f 0h",,,1144,,,1974,"CC",,,,21,352000.00,307.69,,,"Neat and clean 3 br/2 full bath 2nd floor condo at Cape Crossing Condos in Hyannis, freshly painted unit, new carpeting, spacious living room/dining room combo with sliders to deck, primary br with primary bath and laundry hook ups also has sliders to deck....complex amenities include inground pool, tennis, picnic area, community room","",,"",,"","BB902620","Barnstable","AN5704","Bearses Way",800,0,"Wall AC",,,,,"Electric",0,1,,1,0,0,,,"Frame","UAG",11/17/2025 10:14:00 AM,,3088.00,"2025",,,,333100,,,,10/27/2025 3:19:00 PM,,,,,,"10/27/2025","11/17/2025","11/17/2025",
"5 Honora Ln U:5","Bourne, MA","02532","3471",3,"2f 1h",,,1448,,111078.00,2007,"CC",,,,93,525000.00,362.57,,,"Discover the best of Cape Cod living in this stunning 3-level townhouse, built in 2007, located in Buzzards Bay. You'll love the spacious first-floor living with a cozy gas log fireplace and pristine hardwood floors.The delightful kitchen features granite countertops and stainless steel appliances.Wake up to vibrant partial views of the Cape Cod Canal watching boats, cruise ships, and local wildlife. Step outside to enjoy unbeatable access to the 7-mile Canal Trail, perfect for strolling, biking, or fishing. The Canal Playground and Buzzards Bay Park are just steps away. This 3 bedroom, 2.5 bath home offers non-age-restricted living with central air conditioning for year-round comfort. Its ultra-convenient location BEFORE the bridge ensures effortless commuting and easy highway access, making bridge traffic a thing of the past. Don't miss your chance to experience this exceptional home firsthand!","Visit www.5Honora.com for more information. No Personal Letters from buyers will be presented to the seller.",,,,,"CN202528","Barnstable","AN0394","Honora Ln",5,1,"Central Air",,,,,"Forced Air",0,2,,2,0,0,,,,"EXP",12/5/2025 3:05:00 AM,,3012.00,"2025",,,,385700,,,,8/22/2025 3:12:00 PM,,,"Cable Available",,,"06/18/2025","12/04/2025",,
"4 Dogwood Rd U:4","Bourne, MA","02532","2227",2,"3f 1h",,,2528,,870329.00,1986,"CC",,,,64,799900.00,316.42,,,"Discover Magnificent Canal Views, Exquisite Finishes and Three Level of Luxury Living Space in Herring Run Townhome, ideally located between the 2 bridges. Renovated in 2022 with the finest of finishes, no attention to detail was overlooked. The home boasts new kitchen, baths, HVAC systems, tankless hot water heater, & finished lower level, featuring full bath, wet bar, laundry, and walkout access. In addition to breathtaking views of the canal, the first level's flexible floor plan, with adjoining deck, provides space for entertaining, while allowing for formal dining, sleeping, or office areas. The  Primary Suite's calming canal views create the perfect retreat. Study, Bedroom, Full Bath, & Laundry Nook complete the second level.  The homeowner amenities include pool, clubhouse, sauna, & exercise room.  Escape to an impeccable home of comfort and spectacular views, convenient to both major highways and scenic backroads. Exceptional in every way-condition, location & views!","",,,,,"CT008882","Barnstable","AN6351","Dogwood Rd",4,1,"Central Air",,,,,"Central Heat, Forced Air",0,2,,2,0,0,,,,"EXP",11/23/2025 3:06:00 AM,,5159.00,"2025",,,,660500,,,,9/20/2025 7:52:00 AM,,,,,,"09/20/2025","11/22/2025",,
"230 Gosnold St U:1A","Barnstable, MA","02601","4831",1,"1f 0h",,,549,,,1951,"CC",,,,53,379000.00,690.35,,,"Captain Gosnold Village-Fabulous seaside community, less than 1/3 mile to 3 area beaches: Kalmus, Veterans and Keyes Beach.  This totally charming 1 bedroom end unit offers desirable 1st floor living!  The kitchen and appliances have been updated. Lovely wood floors. Quick walk to Hyannis Harbor ferries and Main St shops and restaurants! Owners may join the summer rental program for bonus income!! New In-ground pool. Complex is surrounded by lush landscaping and flower gardens. Your Cape Cod oasis! Owner pays the sewer bill, but water is included in the condo fee. Owners in the summer rental program may use their unit for up to 14 days. Now year round rentals are allowed! Easy to show","owner knows of no pending assessments. May rent YR or off season- If renting in summer must go thru summer rental program.",,,,,"A9501720","Barnstable","AN3865","Gosnold St",230,0,"Window AC, None",,,,,"Forced Air, Gas",0,1,,1,0,0,,,"Frame","EXP",12/6/2025 3:05:00 AM,,2469.00,"2025",,,,266300,,,,6/8/2025 9:08:00 AM,,,"Cable Available, Walk-up Attic",,,"06/05/2025","12/05/2025",,
"81 Fletcher Ln U:C","Brewster, MA","02631","3032",1,"1f 0h",,,579,,0.00,1987,"CC",,,,145,335000.00,578.58,,,"Move right into this beautifully renovated, first-floor condo in the sought-after Ocean Edge Resort without any stairs to navigate. This 1-bedroom, 1-bath home features an open-concept layout filled with natural light and a private patio overlooking the Nicklaus Design Golf Course. The kitchen has been fully updated with quartz countertops, stainless steel appliances, modern cabinetry, and stylish lighting. The bathroom has also been thoughtfully redesigned, and new flooring throughout adds a clean, contemporary touch. Perfect as a year-round home, weekend escape, or investment property. Enjoy low-maintenance living close to Brewster's beaches, the Cape Cod Rail Trail, shops, and restaurants. Optional Ocean Edge membership offers access to pools, tennis, golf, fitness centers, and a private bay beach. Pictures are of Model Unit to demonstrate finishes and floor plan- this unit does NOT have cathedral ceilings","PHOTOS are of the Model - This unit does NOT have cathedral ceilings and a patio versus a balcony. Per condo docs, 1 dog 10lbs & under is allowed. Ocean Edge has ROFR. Membership is not required, however a membership is required if buyer wanted to use additional amenities. Please see documents for Condo Documents. The Monthly fee $510 total INCLUDES the special assessment of $147 schedule for the exterior renovations, total amount will increase by $80 on 1/1/2026. Association will review every 10 years and MAY refinance to reduce amounts. Please call or text Laura Strunk with questions or request for showings 443-904-3637 OR Kerry Mahar at 617-593-7182",,,,,"TM350438","Barnstable","A95627","Fletcher Ln",81,0,"Wall AC",,,,,"Electric",0,0,,0,0,0,,,,"EXP",11/15/2025 3:05:00 AM,,1863.00,"2025",,,,270800,,,,6/9/2025 2:32:00 PM,,,,,,"06/09/2025","11/14/2025",,
"81 Fletcher Ln U:I","Brewster, MA","02631","3032",1,"1f 0h",,,579,,0.00,1987,"CC",,,,136,325000.00,561.31,,,"Move right into this beautifully renovated, first-floor condo in the sought-after Ocean Edge Resort without any stairs to navigate. This 1-bedroom, 1-bath home features an open-concept layout filled with natural light and a private patio overlooking the Nicklaus Design Golf Course. The kitchen has been fully updated with quartz countertops, stainless steel appliances, modern cabinetry, and stylish lighting. The bathroom has also been thoughtfully redesigned, and new flooring throughout adds a clean, contemporary touch. Perfect as a year-round home, weekend escape, or investment property. Enjoy low-maintenance living close to Brewster's beaches, the Cape Cod Rail Trail, shops, and restaurants. Optional Ocean Edge membership offers access to pools, tennis, golf, fitness centers, and a private bay beach. Pictures are of Model Unit to demonstrate finishes and floor plan- this unit does NOT have cathedral ceilings","PHOTOS are of the Model - This unit does NOT have cathedral ceilings and a patio versus a balcony. Per condo docs, 1 dog 10lbs & under is allowed. Ocean Edge has ROFR. Membership is not required, however a membership is required if buyer wanted to use additional amenities. Please see documents for Condo Documents. The Monthly fee $510 total INCLUDES the special assessment of $147 schedule for the exterior renovations, total amount will increase by $80 on 1/1/2026. Association will review every 10 years and MAY refinance to reduce amounts. Please call or text Laura Strunk with questions or request for showings 443-904-3637 OR Kerry Mahar at 617-593-7182",,,,,"TM350438","Barnstable","A95627","Fletcher Ln",81,0,"Wall AC",,,,,"Electric",0,0,,0,0,0,,,,"EXP",11/15/2025 3:05:00 AM,,1934.00,"2025",,,,281200,,,,7/2/2025 6:16:00 AM,,,,,,"07/02/2025","11/14/2025",,
"60 Fletcher Ln U:C","Brewster, MA","02631",,1,"1f 0h",,,579,,,1987,"CC",,,,127,249000.00,430.05,,,"Welcome to 60-C Fletcher Lane—an inviting and open concept, updated one-bedroom condo located across the way from the Fletcher Pools and fitness center. Positioned on the garden level, this unit offers a private walkout patio—ideal for summer cookouts or unwinding after a day at the beach. Inside, the kitchen is finished with Quartz countertops and lightly used appliances from 2017. Laminate flooring runs throughout the living and sleeping areas, creating a clean and cohesive look. Offered mostly furnished, this condo is currently the most affordable option in Ocean Edge. New AC unit, windows, sliders and recent exterior building upgrade, offer peace of mind. Whether you're seeking a year-round residence, a Cape Cod getaway, or a rental investment, this property is a fantastic opportunity to enjoy all that Brewster and Ocean Edge have to offer.","More pics will be coming. Per condo docs, 1 dog 10 lbs & under is allowed. Ocean Edge has ROFR. Membership is not required, however a membership is required if buyer wanted to use additional amenities. Please see documents for Condo Documents. The Monthly fee $510 total INCLUDES the special assessment of $147 schedule for the exterior renovations. Special assessment increases one time on 1/1/2026 by $80. Association will review every 10 years and MAY refinance to reduce amounts. Unit is lower level with walkout patio. Offered mostly furnished. Contact Adrienne Jones 508-246-0047Offers to Adrienne@leightonteam.com, please include condo addendum in Docs. Subject to Sellers closing on property they have under agreement.",,"",,"","TM350438","Barnstable","A95627","Fletcher Ln",60,0,"Wall AC",,,,,"Electric",0,0,,0,0,0,,,"Frame","CTG",12/3/2025 8:29:00 PM,"Financing",1588.00,"2025",,,,230900,,,,8/6/2025 3:17:00 PM,,,,"08/06/2025",,"08/06/2025",,"12/03/2025","12/16/2025"
"62 Fletcher U:N","Brewster, MA","02631",,1,"1f 0h",,,579,,,1987,"CC",,,,105,330000.00,569.95,,,"Move right into this beautifully renovated top-floor condo in the sought-after Ocean Edge Resort community. This 1-bedroom, 1-bath home features cathedral ceilings + an open-concept design that fills the space with natural light. Step out onto your private balcony!  Inside, enjoy a fully updated kitchen w/ sleek quartz countertops, stainless steel appliances, modern cabinetry, and stylish lighting. The bathroom has been thoughtfully redesigned, + new flooring throughout adds a clean, contemporary finish. Perfect as a full-time residence, a weekend getaway, or a proven investment property. Enjoy low-maintenance living just minutes from Brewster’s beaches, the Cape Cod Rail Trail, shops, + dining. For those seeking resort-style amenities, optional Ocean Edge membership includes access to pools, tennis, golf, fitness centers, and a private bay beach. A rare chance to own a turnkey home in Ocean Edge Resort.","Per condo docs, 1 dog 10lbs & under is allowed. Ocean Edge has ROFR. Membership is not required, however a membership is required if buyer wanted to use additional amenities. Please see documents for Condo Documents. The Monthly fee $510 total INCLUDES the special assessment ($363 Association Fee plus $147 Special Assessment) for the exterior renovations. Will be increasing $80 on 1/1/2026 Association will review every 10 years and MAY refinance to reduce amounts.  Please call or text Laura Strunk with questions or request for showings 443-904-3637 OR  Kerry Mahar at 617-593-7182",,,,,"TM350438","Barnstable","A95627","Fletcher",62,0,"Window AC, Wall AC",,,,,"Electric Baseboard, Wall Unit",0,0,,0,0,0,,,,"EXP",11/15/2025 3:05:00 AM,,1704.00,"2025",,,,246600,,,,8/2/2025 12:00:00 PM,,,,,,"08/02/2025","11/14/2025",,
"100 Fletcher Ln U:E","Brewster, MA","02631",,1,"1f 0h",,,579,,,1987,"CC",,,,107,255000.00,440.41,,,"Welcome to your perfect escape in the highly sought-after Ocean Edge Resort community in Brewster. This beautifully updated one-bedroom, one-bathroom condo offers a flexible opportunity—as a summer retreat, investment property, or comfortable year-round home. Step inside to a refreshed interior featuring a modern kitchen with brand-new appliances and elegant quartz countertops. Enjoy tranquil golf course views right from your unit, and take advantage of the Fletcher pool, just steps away.As part of the Ocean Edge Resort, optional memberships provide access to an impressive array of amenities including: Championship golf course, Multiple swimming pools, A private beach, and Comprehensive sports packages. Perfectly located near Brewster’s breathtaking bay beaches, Nickerson State Park, Cape Cod Rail Trail, and the town’s charming shops and restaurants, this condo places the best of Cape Cod right at your doorstep.Don’t miss this turn-key opportunity!","",,"",,"","A8001196","Barnstable","AN6701","Fletcher Ln",100,0,"Wall AC",,,,,"Electric",0,1,,1,0,0,,,,"CTG",12/2/2025 7:37:00 PM,"Inspection",1624.00,"2025",,,,236000,,,,8/26/2025 8:17:00 PM,,,,,,"08/26/2025",,"12/02/2025","12/15/2025"
"80 Fletcher U:E","Brewster, MA","02631",,1,"1f 0h",,,579,,0.00,1987,"CC",,,,184,310000.00,535.41,,,"Beautifully updated and move-in ready, this lower level 1-bed, 1-bath condo in desirable Ocean Edge Resort community offers the perfect blend of style and comfort. Open layout creates a bright, airy atmosphere.  Sliding doors that open to a private patio that backs to the Nicklaus Design Golf Course. Recent renovations include a brand-new kitchen w/ modern cabinetry, quartz countertops, stainless steel appliances, + updated lighting fixtures throughout. The bathroom has been tastefully redone, + new flooring adds a polished, contemporary touch. Whether you're looking for a year-round residence, a weekend escape, or a proven rental property, this home delivers. Enjoy maintenance-free living with easy access to Brewster's beaches, the Cape Cod Rail Trail, shops, + restaurants. Optional Ocean Edge membership offers access to pools, fitness centers, tennis, golf,+ a private bay beach. Pictures are of MODEL units - This is a LOWER LEVEL without Cathedral Ceiling and a patio versus a balcony","Pictures are of MODEL units - This is a LOWER LEVEL without Cathedral Ceilings. Per condo docs, 1 dog 10lbs & under is allowed. Ocean Edge has ROFR. Membership is not required, however a membership is required if buyer wanted to use additional amenities. Please see documents for Condo Documents. The Monthly fee INCLUDES the special assessment ($363 Association Fee plus $147 Special Assessment) for the exterior renovations. Association will review every 10 years and MAY refinance to reduce amounts.  Please call or text Laura Strunk with questions or request for showings 443-904-3637 OR  Kerry Mahar at 617-593-7182",,,,,"TM350438","Barnstable","A95627","Fletcher",80,0,"Window AC, Wall AC",,,,,"Electric Baseboard, Wall Unit",0,0,,0,0,0,,,,"EXP",11/15/2025 3:05:00 AM,,1549.00,"2025",,,,225100,,,,9/4/2025 2:38:00 PM,,,,"05/15/2025",,"05/15/2025","11/14/2025",,
