"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"301 West Main Street U:9","Barnstable, MA","02601",,2,"1f 0h",,,824,,,1982,"CC",,,,67,310000.00,376.21,,,"Conveniently located in the heart of Hyannis, this 2 bedrooms 1 bath condo is an end unit and offers a sunny large living room, renovated bathroom and good size bedrooms. Whether for the first time buyer, as an income property or as a vacation spot on Cape Cod, this unit is super close to all the fun of Main St, Downtown Hyannis, wonderful restaurants and The Melody Tent. Mostly important to mention the convenience to get all the summer fun within just 2 miles to Craigville Beach, 1.5 miles to Keys Beach and Marina. Low condo fees.","For showings, please text or call Maiza Eloy (508)360-5472",,,,,"A9501470","Barnstable","A95280","West Main Street",301,0,"None",,,,,"Electric",0,2,,2,0,0,,,,"EXP",11/14/2024 3:05:00 AM,,1981.00,"2024",,,,214200,,,,5/13/2024 6:42:00 PM,,,,,,"05/13/2024","11/13/2024",,
"17 Amberwood Court U:227","Bourne, MA","02532",,2,"3f 1h",,,2730,,,2013,"CC",,,,34,775000.00,283.88,,,"Extraordinary Brookside Aster Home located in Brookside's newest Village, The Links. Situated on a private, peaceful cul-de-sac, the home's 3 tastefully finished levels provide versatile living space, fantastic golf course views, and a detached Second Car Garage! The finished lower level is one-of-a-kind with Wet Bar, Gas Fireplace, adjoining Patio, Built-In's and Three Rooms designed to accommodate home office, guests, and recreational activities. In addition to spacious primary suite, the first level's Open Floor Plan flows seamlessly from from den, living room, dining room, to a gourmet kitchen. A bedroom with window seat, full bath, loft, hobby alcove, and custom door to large storage area complete the second level.  Spectacular Views, Privacy, Incredible Upgrades, and Newer Finishes make this a special Brookside offering. At the time of closing, the Buyer to pay 2 mos., non-refundable, HOA fees to the working capital account. Monthly HOA fee to increase in 2025.","Please see attached document regarding 2025 fee increase.",,,,,"CT008882","Barnstable","AN6351","Amberwood Court",17,1,"Central Air",,,,,"Forced Air, Gas",2,3,,1,0,0,,,"Frame","CAN",11/13/2024 10:37:00 AM,,5484.00,"2024",,,,683900,,,,10/10/2024 12:39:00 PM,,,"Wetbar, French Doors",,,"10/10/2024","11/13/2024",,
"60 Fletcher Ln U:C","Brewster, MA","02631",,1,"1f 0h",,,579,,,1987,"CC",,,,127,249000.00,430.05,,,"Welcome to 60-C Fletcher Lane—an inviting and open concept, updated one-bedroom condo located across the way from the Fletcher Pools and fitness center. Positioned on the garden level, this unit offers a private walkout patio—ideal for summer cookouts or unwinding after a day at the beach. Inside, the kitchen is finished with Quartz countertops and lightly used appliances from 2017. Laminate flooring runs throughout the living and sleeping areas, creating a clean and cohesive look. Offered mostly furnished, this condo is currently the most affordable option in Ocean Edge. New AC unit, windows, sliders and recent exterior building upgrade, offer peace of mind. Whether you're seeking a year-round residence, a Cape Cod getaway, or a rental investment, this property is a fantastic opportunity to enjoy all that Brewster and Ocean Edge have to offer.","More pics will be coming. Per condo docs, 1 dog 10 lbs & under is allowed. Ocean Edge has ROFR. Membership is not required, however a membership is required if buyer wanted to use additional amenities. Please see documents for Condo Documents. The Monthly fee $510 total INCLUDES the special assessment of $147 schedule for the exterior renovations. Special assessment increases one time on 1/1/2026 by $80. Association will review every 10 years and MAY refinance to reduce amounts. Unit is lower level with walkout patio. Offered mostly furnished. Contact Adrienne Jones 508-246-0047Offers to Adrienne@leightonteam.com, please include condo addendum in Docs. Subject to Sellers closing on property they have under agreement.",,"",,"","TM350438","Barnstable","A95627","Fletcher Ln",60,0,"Wall AC",,,,,"Electric",0,0,,0,0,0,,,"Frame","CTG",12/3/2025 8:29:00 PM,"Financing",1588.00,"2025",,,,230900,,,,8/6/2025 3:17:00 PM,,,,"08/06/2025",,"08/06/2025",,"12/03/2025","12/16/2025"
"100 Fletcher Ln U:E","Brewster, MA","02631",,1,"1f 0h",,,579,,,1987,"CC",,,,107,255000.00,440.41,,,"Welcome to your perfect escape in the highly sought-after Ocean Edge Resort community in Brewster. This beautifully updated one-bedroom, one-bathroom condo offers a flexible opportunity—as a summer retreat, investment property, or comfortable year-round home. Step inside to a refreshed interior featuring a modern kitchen with brand-new appliances and elegant quartz countertops. Enjoy tranquil golf course views right from your unit, and take advantage of the Fletcher pool, just steps away.As part of the Ocean Edge Resort, optional memberships provide access to an impressive array of amenities including: Championship golf course, Multiple swimming pools, A private beach, and Comprehensive sports packages. Perfectly located near Brewster’s breathtaking bay beaches, Nickerson State Park, Cape Cod Rail Trail, and the town’s charming shops and restaurants, this condo places the best of Cape Cod right at your doorstep.Don’t miss this turn-key opportunity!","",,"",,"","A8001196","Barnstable","AN6701","Fletcher Ln",100,0,"Wall AC",,,,,"Electric",0,1,,1,0,0,,,,"CTG",12/2/2025 7:37:00 PM,"Inspection",1624.00,"2025",,,,236000,,,,8/26/2025 8:17:00 PM,,,,,,"08/26/2025",,"12/02/2025","12/15/2025"
"59 Route 6A U:29-4","Dennis, MA","02638",,2,"1f 1h",,,1080,,,1973,"CC",,,,116,439900.00,407.31,,,"This two Bedroom one and a half bath townhouse is located in highly desirable Cranberry Knoll in Dennis. This end unit townhouse is located in one of the most private sections of Cranberry Knoll. Upgraded kitchen and baths. Enjoy gleaming hardwood flooring in the dining room and sliders leading out to your private courtyard. The bedrooms are on the second floor with wall-to-wall carpet. There is a finished bonus room in the basement. Washer and Dryer are located in the basement. Ductless mini split on the first floor. Located just a short drive to popular beaches on Cape Cod Bay, Dennis Village, the Cape Playhouse and numerous shops and restaurants. Pets allowed with board permission; rentals restricted to six month minimums with board permission. Buyers and Buyers agents to confirm all information contained herein","",,,,,"A9501678","Barnstable","A95451","Route 6A",59,1,"Wall AC",,,,,"Hot Water Baseboard, Gas",0,2,,2,0,0,,,"Frame","PCG",12/11/2025 12:08:00 PM,,2029.00,"2025",,,,468800,,,,9/7/2025 7:01:00 PM,,,,,,"07/11/2025",,,
"176 Palmer Ave U:Unit 3","Falmouth, MA","02540",,2,"1f 1h",,,1225,,32234.00,1985,"CC",,,,18,529000.00,431.84,,,"Welcome to this bright, inviting condo in a prime Falmouth location! The main floor features an open-concept layout connecting the living, kitchen, and dining areas, with a slider to a private back deck—perfect for relaxation. A powder room completes this level.Upstairs, you’ll find two spacious bedrooms with generous closets, along with a full bath in the hallway. The lower level, with full ceiling height, is ready to be finished, offering additional potential.Move-in ready, this condo's standout feature is its location. Just steps from the Shining Sea Bike Path and moments from Main Street's shops, cafes, and restaurants, everything you need is within reach. Plus, the Woods Hole shuttle for the Steamship Authority is close by, making Martha's Vineyard only a short ferry ride away.Beautifully maintained grounds and ample guest parking complete this fantastic property. Experience the best of Falmouth living!","",,,,,"CN237763","Barnstable","AN8421","Palmer Ave",176,1,"None",,,,,"Electric",0,16,,16,0,0,,,"Frame","EXP",12/2/2024 3:05:00 AM,,1491.65,"2025",,,,237525,,,,11/14/2024 8:33:00 AM,,,"Cable Available, Finish - Sheetrock, Internet Available - Unknown",,,"11/14/2024","12/01/2024",,
"176 Palmer Ave U:Unit 1","Falmouth, MA","02540",,2,"1f 1h",,,1225,,32234.00,1985,"CC",,,,18,599000.00,488.98,,,"Welcome to this bright, sunny end-unit condo in the heart of Falmouth! The main floor boasts an open layout connecting the living, kitchen, and dining areas, plus a slider to a private back deck—ideal for relaxing or entertaining. A convenient powder room completes this level. Upstairs, you'll find two spacious bedrooms, each with generous closet space, including a walk-in closet in one bedroom. The full bath in the hall serves both bedrooms. The lower level offers full ceiling height and awaits finishing, adding even more potential. While the condo is well-maintained and move-in ready, the standout feature is truly its location. Steps from the Shining Sea Bike Path and moments from Main Street's shops, cafes, and restaurants, everything is at your doorstep. Plus, the Woods Hole shuttle for the Steamship Authority is close by, making Martha's Vineyard just a ferry ride away. The grounds and building are beautifully maintained, with ample parking for you and your guests.","",,,,,"CN237763","Barnstable","AN8421","Palmer Ave",176,1,"None",,,,,"Electric",0,16,,16,0,0,,,"Frame","EXP",12/2/2024 3:05:00 AM,,1491.65,"2025",,,,237525,,,,11/14/2024 8:19:00 AM,,,"Cable Available",,,"11/14/2024","12/01/2024",,
"15E Riverview Ave U:15E","Mashpee, MA","02649",,2,"2f 0h",,,1508,,,1987,"CC",,,,28,510000.00,338.20,,,"Welcome to Cotuit Bay Condominiums, a serene community surrounded by conservation land with scenic walking and jogging trails. This sun-filled 2-bedroom, 2-bath condo offers stunning views of the Santuit River from all three levels. The living room features a Juliet balcony and cozy wood-burning fireplace, while the primary bedroom impresses with vaulted and beamed ceilings, its own Juliet balcony, and en-suite bathroom with double vanity. The second bedroom offers vaulted ceilings and beautiful hardwood flooring. The fully finished walk-out basement provides extra living space with high ceilings, recessed lighting, luxury vinyl flooring, and a spacious wine room/ closet. Enjoy the community amenities including a clubhouse, pool, tennis and pickleball courts, and fitness room. With two parking spaces and a prime location just minutes from Mashpee Commons, Shoestring Bay, and Riley’s Beach, this bright and inviting condo combines comfort, convenience, and the best of Cape Cod living.","",,"",,"","CN210041","Barnstable","AN6232","Riverview Ave",15,0,"Wall AC",,,,,"Hot Water Baseboard, Gas",0,1,,1,0,0,,,"Frame","CTG",12/1/2025 2:05:00 PM,"Pending P&S",2310.00,"2025",,,,349000,,,,11/13/2025 4:57:00 PM,,,,,,"11/13/2025",,"11/29/2025","12/14/2025"
"28 Gold Leaf Lane U:75","Mashpee, MA","02649",,2,"2f 2h",,,2303,,,2004,"CC",,,,42,685000.00,297.44,,,"In sought-after Windchime, this condominium offers open living space in mint condition*The living room is open & inviting w/stone front gas fireplace that serves as a  focal point*The partial cathedral ceiling w/skylights bathes the room in natural light*This open room creates a feeling of spaciousness & comfort*The kitchen is well-appointed w/center island for casual dining or work space*The large dining area is surrounded by windows & enhanced by a skylite*1st floor bedroom is a serene retreat w/ensuite bathroom*The 2nd floor offers spacious additional living space w/large loft & bedroom with ensuite full bath*The finished lower level is perfect for add'l sleeping quarters or a familyroom*This condo has ample space for comfortable living w/guests and entertaining*The property also features outdoor living space & patio*Great shopping, fine dining & entertainment just min away @ Mashpee Commons*So. Cape Beach just down the street*Assoc pool & tennis - This community has it all!","Buyer to pay 2 months of condo fees at closing for reserve contribution. New roof, hot water heater is 2021.  Buyer Agent - please see documents attached to the listing;",,"",,"","BB800554","Barnstable","K95456","Gold Leaf Lane",28,2,"Central Air",,,,,"Forced Air, Gas",0,2,,2,0,0,,,"Frame","CTG",12/6/2025 8:45:00 PM,"Pending P&S",4179.00,"2025",,,,631200,,,,10/30/2025 9:05:00 AM,,,"Security System, Cable Available",,,"10/30/2025",,"12/06/2025","12/19/2025"
"80 Pine Hill Blvd U:80","Mashpee, MA","02649",,2,"2f 1h",,,2208,,,2000,"CC",,,,79,639000.00,289.40,,,"Extraordinary opportunity now available in the Southport community! This completely renovated corner lot offers privacy AND space! Updates include gleaming hardwood floors throughout and a custom kitchen with granite counters, center island and stain steel appliances. Interior includes a spacious living room with gas fireplace, a dining room with cathedral ceilings, a first floor master bedroom/master bath with walk-in closet, and a second first floor bedroom and full bath. A fully finished basement with half bath, laundry, and tile floors offers an array of possibilities! Very large back yard and porch with one car garage. This adult community boasts a Country Club atmosphere with both golf and tennis, pools, a ballroom, theatre, library, gym, lounge and monthly calendar of activities. A fantastic opportunity! Showing now!","The buyer will pay a non-refundable $4500 contribution towards Southport's capital reserve fund upon closing. Note that pets are restricted to one pet only under 35 pounds, and gas grills and all open flame devices are not permitted. For showings, please stop at the gate to register for your appointment. Please use the driveway or guest parking only. Street parking is not allowed.",,,,,"BB807255","Barnstable","BB3351","Pine Hill Blvd",80,1,"Central Air",,,,,"Forced Air, Gas",1,2,,1,0,0,,,,"EXP",12/1/2024 3:06:00 AM,,3318.00,"2024",,,,516000,,,,9/19/2024 8:41:00 AM,,,,,,"09/13/2024","11/30/2024",,
